ID,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
87384,30.65,25.09,3.74,11.74,225.99
87385,30.65,25.09,3.74,11.74,225.99
87386,30.65,25.09,3.74,11.74,225.99
87387,30.65,25.09,3.74,11.74,225.99
87388,30.65,25.09,3.74,11.74,225.99
87389,30.65,25.09,3.74,11.74,225.99
87390,30.65,25.09,3.74,11.74,225.99
87391,30.65,25.09,3.74,11.74,225.99
87392,30.65,25.09,3.74,11.74,225.99
87393,30.65,25.09,3.74,11.74,225.99
87394,30.65,25.09,3.74,11.74,225.99
87395,30.65,25.09,3.74,11.74,225.99
87396,30.65,25.09,3.74,11.74,225.99
87397,30.65,25.09,3.74,11.74,225.99
87398,30.65,25.09,3.74,11.74,225.99
87399,30.65,25.09,3.74,11.74,225.99
87400,30.65,25.09,3.74,11.74,225.99
87401,30.65,25.09,3.74,11.74,225.99
87402,30.65,25.09,3.74,11.74,225.99
87403,30.65,25.09,3.74,11.74,225.99
87404,30.65,25.09,3.74,11.74,225.99
87405,30.65,25.09,3.74,11.74,225.99
87406,30.65,25.09,3.74,11.74,225.99
87407,30.65,25.09,3.74,11.74,225.99
87408,30.65,25.09,3.74,11.74,225.99
87409,30.65,25.09,3.74,11.74,225.99
87410,30.65,25.09,3.74,11.74,225.99
87411,30.65,25.09,3.74,11.74,225.99
87412,30.65,25.09,3.74,11.74,225.99
87413,30.65,25.09,3.74,11.74,225.99
87414,30.65,25.09,3.74,11.74,225.99
87415,30.65,25.09,3.74,11.74,225.99
87416,30.65,25.09,3.74,11.74,225.99
87417,30.65,25.09,3.74,11.74,225.99
87418,30.65,25.09,3.74,11.74,225.99
87419,30.65,25.09,3.74,11.74,225.99
87420,30.65,25.09,3.74,11.74,225.99
87421,30.65,25.09,3.74,11.74,225.99
87422,30.65,25.09,3.74,11.74,225.99
87423,30.65,25.09,3.74,11.74,225.99
87424,30.65,25.09,3.74,11.74,225.99
87425,30.65,25.09,3.74,11.74,225.99
87426,30.65,25.09,3.74,11.74,225.99
87427,30.65,25.09,3.74,11.74,225.99
87428,30.65,25.09,3.74,11.74,225.99
87429,30.65,25.09,3.74,11.74,225.99
87430,30.65,25.09,3.74,11.74,225.99
87431,30.65,25.09,3.74,11.74,225.99
87432,30.65,25.09,3.74,11.74,225.99
87433,30.65,25.09,3.74,11.74,225.99
87434,30.65,25.09,3.74,11.74,225.99
87435,30.65,25.09,3.74,11.74,225.99
87436,30.65,25.09,3.74,11.74,225.99
87437,30.65,25.09,3.74,11.74,225.99
87438,30.65,25.09,3.74,11.74,225.99
87439,30.65,25.09,3.74,11.74,225.99
87440,30.65,25.09,3.74,11.74,225.99
87441,30.65,25.09,3.74,11.74,225.99
87442,30.65,25.09,3.74,11.74,225.99
87443,30.65,25.09,3.74,11.74,225.99
87444,30.65,25.09,3.74,11.74,225.99
87445,30.65,25.09,3.74,11.74,225.99
87446,30.65,25.09,3.74,11.74,225.99
87447,30.65,25.09,3.74,11.74,225.99
87448,30.65,25.09,3.74,11.74,225.99
87449,30.65,25.09,3.74,11.74,225.99
87450,30.65,25.09,3.74,11.74,225.99
87451,30.65,25.09,3.74,11.74,225.99
87452,30.65,25.09,3.74,11.74,225.99
87453,30.65,25.09,3.74,11.74,225.99
87454,30.65,25.09,3.74,11.74,225.99
87455,30.65,25.09,3.74,11.74,225.99
87456,30.65,25.09,3.74,11.74,225.99
87457,30.65,25.09,3.74,11.74,225.99
87458,30.65,25.09,3.74,11.74,225.99
87459,30.65,25.09,3.74,11.74,225.99
87460,30.65,25.09,3.74,11.74,225.99
87461,30.65,25.09,3.74,11.74,225.99
87462,30.65,25.09,3.74,11.74,225.99
87463,30.65,25.09,3.74,11.74,225.99
87464,30.65,25.09,3.74,11.74,225.99
87465,30.65,25.09,3.74,11.74,225.99
87466,30.65,25.09,3.74,11.74,225.99
87467,30.65,25.09,3.74,11.74,225.99
87468,30.65,25.09,3.74,11.74,225.99
87469,30.65,25.09,3.74,11.74,225.99
87470,30.65,25.09,3.74,11.74,225.99
87471,30.65,25.09,3.74,11.74,225.99
87472,30.65,25.09,3.74,11.74,225.99
87473,30.65,25.09,3.74,11.74,225.99
87474,30.65,25.09,3.74,11.74,225.99
87475,30.65,25.09,3.74,11.74,225.99
87476,30.65,25.09,3.74,11.74,225.99
87477,30.65,25.09,3.74,11.74,225.99
87478,30.65,25.09,3.74,11.74,225.99
87479,30.65,25.09,3.74,11.74,225.99
87480,30.65,25.09,3.74,11.74,225.99
87481,30.65,25.09,3.74,11.74,225.99
87482,30.65,25.09,3.74,11.74,225.99
87483,30.65,25.09,3.74,11.74,225.99
87484,30.65,25.09,3.74,11.74,225.99
87485,30.65,25.09,3.74,11.74,225.99
87486,30.65,25.09,3.74,11.74,225.99
87487,30.65,25.09,3.74,11.74,225.99
87488,30.65,25.09,3.74,11.74,225.99
87489,30.65,25.09,3.74,11.74,225.99
87490,30.65,25.09,3.74,11.74,225.99
87491,30.65,25.09,3.74,11.74,225.99
87492,30.65,25.09,3.74,11.74,225.99
87493,30.65,25.09,3.74,11.74,225.99
87494,30.65,25.09,3.74,11.74,225.99
87495,30.65,25.09,3.74,11.74,225.99
87496,30.65,25.09,3.74,11.74,225.99
87497,30.65,25.09,3.74,11.74,225.99
87498,30.65,25.09,3.74,11.74,225.99
87499,30.65,25.09,3.74,11.74,225.99
87500,30.65,25.09,3.74,11.74,225.99
87501,30.65,25.09,3.74,11.74,225.99
87502,30.65,25.09,3.74,11.74,225.99
87503,30.65,25.09,3.74,11.74,225.99
87504,30.65,25.09,3.74,11.74,225.99
87505,30.65,25.09,3.74,11.74,225.99
87506,30.65,25.09,3.74,11.74,225.99
87507,30.65,25.09,3.74,11.74,225.99
87508,30.65,25.09,3.74,11.74,225.99
87509,30.65,25.09,3.74,11.74,225.99
87510,30.65,25.09,3.74,11.74,225.99
87511,30.65,25.09,3.74,11.74,225.99
87512,30.65,25.09,3.74,11.74,225.99
87513,30.65,25.09,3.74,11.74,225.99
87514,30.65,25.09,3.74,11.74,225.99
87515,30.65,25.09,3.74,11.74,225.99
87516,30.65,25.09,3.74,11.74,225.99
87517,30.65,25.09,3.74,11.74,225.99
87518,30.65,25.09,3.74,11.74,225.99
87519,30.65,25.09,3.74,11.74,225.99
87520,30.65,25.09,3.74,11.74,225.99
87521,30.65,25.09,3.74,11.74,225.99
87522,30.65,25.09,3.74,11.74,225.99
87523,30.65,25.09,3.74,11.74,225.99
87524,30.65,25.09,3.74,11.74,225.99
87525,30.65,25.09,3.74,11.74,225.99
87526,30.65,25.09,3.74,11.74,225.99
87527,30.65,25.09,3.74,11.74,225.99
87528,30.65,25.09,3.74,11.74,225.99
87529,30.65,25.09,3.74,11.74,225.99
87530,30.65,25.09,3.74,11.74,225.99
87531,30.65,25.09,3.74,11.74,225.99
87532,30.65,25.09,3.74,11.74,225.99
87533,30.65,25.09,3.74,11.74,225.99
87534,30.65,25.09,3.74,11.74,225.99
87535,30.65,25.09,3.74,11.74,225.99
87536,30.65,25.09,3.74,11.74,225.99
87537,30.65,25.09,3.74,11.74,225.99
87538,30.65,25.09,3.74,11.74,225.99
87539,30.65,25.09,3.74,11.74,225.99
87540,30.65,25.09,3.74,11.74,225.99
87541,30.65,25.09,3.74,11.74,225.99
87542,30.65,25.09,3.74,11.74,225.99
87543,30.65,25.09,3.74,11.74,225.99
87544,30.65,25.09,3.74,11.74,225.99
87545,30.65,25.09,3.74,11.74,225.99
87546,30.65,25.09,3.74,11.74,225.99
87547,30.65,25.09,3.74,11.74,225.99
87548,30.65,25.09,3.74,11.74,225.99
87549,30.65,25.09,3.74,11.74,225.99
87550,30.65,25.09,3.74,11.74,225.99
87551,30.65,25.09,3.74,11.74,225.99
87552,30.65,25.09,3.74,11.74,225.99
87553,30.65,25.09,3.74,11.74,225.99
87554,30.65,25.09,3.74,11.74,225.99
87555,30.65,25.09,3.74,11.74,225.99
87556,30.65,25.09,3.74,11.74,225.99
87557,30.65,25.09,3.74,11.74,225.99
87558,30.65,25.09,3.74,11.74,225.99
87559,30.65,25.09,3.74,11.74,225.99
87560,30.65,25.09,3.74,11.74,225.99
87561,30.65,25.09,3.74,11.74,225.99
87562,30.65,25.09,3.74,11.74,225.99
87563,30.65,25.09,3.74,11.74,225.99
87564,30.65,25.09,3.74,11.74,225.99
87565,30.65,25.09,3.74,11.74,225.99
87566,30.65,25.09,3.74,11.74,225.99
87567,30.65,25.09,3.74,11.74,225.99
87568,30.65,25.09,3.74,11.74,225.99
87569,30.65,25.09,3.74,11.74,225.99
87570,30.65,25.09,3.74,11.74,225.99
87571,30.65,25.09,3.74,11.74,225.99
87572,30.65,25.09,3.74,11.74,225.99
87573,30.65,25.09,3.74,11.74,225.99
87574,30.65,25.09,3.74,11.74,225.99
87575,30.65,25.09,3.74,11.74,225.99
87576,30.65,25.09,3.74,11.74,225.99
87577,30.65,25.09,3.74,11.74,225.99
87578,30.65,25.09,3.74,11.74,225.99
87579,30.65,25.09,3.74,11.74,225.99
87580,30.65,25.09,3.74,11.74,225.99
87581,30.65,25.09,3.74,11.74,225.99
87582,30.65,25.09,3.74,11.74,225.99
87583,30.65,25.09,3.74,11.74,225.99
87584,30.65,25.09,3.74,11.74,225.99
87585,30.65,25.09,3.74,11.74,225.99
87586,30.65,25.09,3.74,11.74,225.99
87587,30.65,25.09,3.74,11.74,225.99
87588,30.65,25.09,3.74,11.74,225.99
87589,30.65,25.09,3.74,11.74,225.99
87590,30.65,25.09,3.74,11.74,225.99
87591,30.65,25.09,3.74,11.74,225.99
87592,30.65,25.09,3.74,11.74,225.99
87593,30.65,25.09,3.74,11.74,225.99
87594,30.65,25.09,3.74,11.74,225.99
87595,30.65,25.09,3.74,11.74,225.99
87596,30.65,25.09,3.74,11.74,225.99
87597,30.65,25.09,3.74,11.74,225.99
87598,30.65,25.09,3.74,11.74,225.99
87599,30.65,25.09,3.74,11.74,225.99
87600,30.65,25.09,3.74,11.74,225.99
87601,30.65,25.09,3.74,11.74,225.99
87602,30.65,25.09,3.74,11.74,225.99
87603,30.65,25.09,3.74,11.74,225.99
87604,30.65,25.09,3.74,11.74,225.99
87605,30.65,25.09,3.74,11.74,225.99
87606,30.65,25.09,3.74,11.74,225.99
87607,30.65,25.09,3.74,11.74,225.99
87608,30.65,25.09,3.74,11.74,225.99
87609,30.65,25.09,3.74,11.74,225.99
87610,30.65,25.09,3.74,11.74,225.99
87611,30.65,25.09,3.74,11.74,225.99
87612,30.65,25.09,3.74,11.74,225.99
87613,30.65,25.09,3.74,11.74,225.99
87614,30.65,25.09,3.74,11.74,225.99
87615,30.65,25.09,3.74,11.74,225.99
87616,30.65,25.09,3.74,11.74,225.99
87617,30.65,25.09,3.74,11.74,225.99
87618,30.65,25.09,3.74,11.74,225.99
87619,30.65,25.09,3.74,11.74,225.99
87620,30.65,25.09,3.74,11.74,225.99
87621,30.65,25.09,3.74,11.74,225.99
87622,30.65,25.09,3.74,11.74,225.99
87623,30.65,25.09,3.74,11.74,225.99
87624,30.65,25.09,3.74,11.74,225.99
87625,30.65,25.09,3.74,11.74,225.99
87626,30.65,25.09,3.74,11.74,225.99
87627,30.65,25.09,3.74,11.74,225.99
87628,30.65,25.09,3.74,11.74,225.99
87629,30.65,25.09,3.74,11.74,225.99
87630,30.65,25.09,3.74,11.74,225.99
87631,30.65,25.09,3.74,11.74,225.99
87632,30.65,25.09,3.74,11.74,225.99
87633,30.65,25.09,3.74,11.74,225.99
87634,30.65,25.09,3.74,11.74,225.99
87635,30.65,25.09,3.74,11.74,225.99
87636,30.65,25.09,3.74,11.74,225.99
87637,30.65,25.09,3.74,11.74,225.99
87638,30.65,25.09,3.74,11.74,225.99
87639,30.65,25.09,3.74,11.74,225.99
87640,30.65,25.09,3.74,11.74,225.99
87641,30.65,25.09,3.74,11.74,225.99
87642,30.65,25.09,3.74,11.74,225.99
87643,30.65,25.09,3.74,11.74,225.99
87644,30.65,25.09,3.74,11.74,225.99
87645,30.65,25.09,3.74,11.74,225.99
87646,30.65,25.09,3.74,11.74,225.99
87647,30.65,25.09,3.74,11.74,225.99
87648,30.65,25.09,3.74,11.74,225.99
87649,30.65,25.09,3.74,11.74,225.99
87650,30.65,25.09,3.74,11.74,225.99
87651,30.65,25.09,3.74,11.74,225.99
87652,30.65,25.09,3.74,11.74,225.99
87653,30.65,25.09,3.74,11.74,225.99
87654,30.65,25.09,3.74,11.74,225.99
87655,30.65,25.09,3.74,11.74,225.99
87656,30.65,25.09,3.74,11.74,225.99
87657,30.65,25.09,3.74,11.74,225.99
87658,30.65,25.09,3.74,11.74,225.99
87659,30.65,25.09,3.74,11.74,225.99
87660,30.65,25.09,3.74,11.74,225.99
87661,30.65,25.09,3.74,11.74,225.99
87662,30.65,25.09,3.74,11.74,225.99
87663,30.65,25.09,3.74,11.74,225.99
87664,30.65,25.09,3.74,11.74,225.99
87665,30.65,25.09,3.74,11.74,225.99
87666,30.65,25.09,3.74,11.74,225.99
87667,30.65,25.09,3.74,11.74,225.99
87668,30.65,25.09,3.74,11.74,225.99
87669,30.65,25.09,3.74,11.74,225.99
87670,30.65,25.09,3.74,11.74,225.99
87671,30.65,25.09,3.74,11.74,225.99
87672,30.65,25.09,3.74,11.74,225.99
87673,30.65,25.09,3.74,11.74,225.99
87674,30.65,25.09,3.74,11.74,225.99
87675,30.65,25.09,3.74,11.74,225.99
87676,30.65,25.09,3.74,11.74,225.99
87677,30.65,25.09,3.74,11.74,225.99
87678,30.65,25.09,3.74,11.74,225.99
87679,30.65,25.09,3.74,11.74,225.99
87680,30.65,25.09,3.74,11.74,225.99
87681,30.65,25.09,3.74,11.74,225.99
87682,30.65,25.09,3.74,11.74,225.99
87683,30.65,25.09,3.74,11.74,225.99
87684,30.65,25.09,3.74,11.74,225.99
87685,30.65,25.09,3.74,11.74,225.99
87686,30.65,25.09,3.74,11.74,225.99
87687,30.65,25.09,3.74,11.74,225.99
87688,30.65,25.09,3.74,11.74,225.99
87689,30.65,25.09,3.74,11.74,225.99
87690,30.65,25.09,3.74,11.74,225.99
87691,30.65,25.09,3.74,11.74,225.99
87692,30.65,25.09,3.74,11.74,225.99
87693,30.65,25.09,3.74,11.74,225.99
87694,30.65,25.09,3.74,11.74,225.99
87695,30.65,25.09,3.74,11.74,225.99
87696,30.65,25.09,3.74,11.74,225.99
87697,30.65,25.09,3.74,11.74,225.99
87698,30.65,25.09,3.74,11.74,225.99
87699,30.65,25.09,3.74,11.74,225.99
87700,30.65,25.09,3.74,11.74,225.99
87701,30.65,25.09,3.74,11.74,225.99
87702,30.65,25.09,3.74,11.74,225.99
87703,30.65,25.09,3.74,11.74,225.99
87704,30.65,25.09,3.74,11.74,225.99
87705,30.65,25.09,3.74,11.74,225.99
87706,30.65,25.09,3.74,11.74,225.99
87707,30.65,25.09,3.74,11.74,225.99
87708,30.65,25.09,3.74,11.74,225.99
87709,30.65,25.09,3.74,11.74,225.99
87710,30.65,25.09,3.74,11.74,225.99
87711,30.65,25.09,3.74,11.74,225.99
87712,30.65,25.09,3.74,11.74,225.99
87713,30.65,25.09,3.74,11.74,225.99
87714,30.65,25.09,3.74,11.74,225.99
87715,30.65,25.09,3.74,11.74,225.99
87716,30.65,25.09,3.74,11.74,225.99
87717,30.65,25.09,3.74,11.74,225.99
87718,30.65,25.09,3.74,11.74,225.99
87719,30.65,25.09,3.74,11.74,225.99
87720,30.65,25.09,3.74,11.74,225.99
87721,30.65,25.09,3.74,11.74,225.99
87722,30.65,25.09,3.74,11.74,225.99
87723,30.65,25.09,3.74,11.74,225.99
87724,30.65,25.09,3.74,11.74,225.99
87725,30.65,25.09,3.74,11.74,225.99
87726,30.65,25.09,3.74,11.74,225.99
87727,30.65,25.09,3.74,11.74,225.99
87728,30.65,25.09,3.74,11.74,225.99
87729,30.65,25.09,3.74,11.74,225.99
87730,30.65,25.09,3.74,11.74,225.99
87731,30.65,25.09,3.74,11.74,225.99
87732,30.65,25.09,3.74,11.74,225.99
87733,30.65,25.09,3.74,11.74,225.99
87734,30.65,25.09,3.74,11.74,225.99
87735,30.65,25.09,3.74,11.74,225.99
87736,30.65,25.09,3.74,11.74,225.99
87737,30.65,25.09,3.74,11.74,225.99
87738,30.65,25.09,3.74,11.74,225.99
87739,30.65,25.09,3.74,11.74,225.99
87740,30.65,25.09,3.74,11.74,225.99
87741,30.65,25.09,3.74,11.74,225.99
87742,30.65,25.09,3.74,11.74,225.99
87743,30.65,25.09,3.74,11.74,225.99
87744,30.65,25.09,3.74,11.74,225.99
87745,30.65,25.09,3.74,11.74,225.99
87746,30.65,25.09,3.74,11.74,225.99
87747,30.65,25.09,3.74,11.74,225.99
87748,30.65,25.09,3.74,11.74,225.99
87749,30.65,25.09,3.74,11.74,225.99
87750,30.65,25.09,3.74,11.74,225.99
87751,30.65,25.09,3.74,11.74,225.99
87752,30.65,25.09,3.74,11.74,225.99
87753,30.65,25.09,3.74,11.74,225.99
87754,30.65,25.09,3.74,11.74,225.99
87755,30.65,25.09,3.74,11.74,225.99
87756,30.65,25.09,3.74,11.74,225.99
87757,30.65,25.09,3.74,11.74,225.99
87758,30.65,25.09,3.74,11.74,225.99
87759,30.65,25.09,3.74,11.74,225.99
87760,30.65,25.09,3.74,11.74,225.99
87761,30.65,25.09,3.74,11.74,225.99
87762,30.65,25.09,3.74,11.74,225.99
87763,30.65,25.09,3.74,11.74,225.99
87764,30.65,25.09,3.74,11.74,225.99
87765,30.65,25.09,3.74,11.74,225.99
87766,30.65,25.09,3.74,11.74,225.99
87767,30.65,25.09,3.74,11.74,225.99
87768,30.65,25.09,3.74,11.74,225.99
87769,30.65,25.09,3.74,11.74,225.99
87770,30.65,25.09,3.74,11.74,225.99
87771,30.65,25.09,3.74,11.74,225.99
87772,30.65,25.09,3.74,11.74,225.99
87773,30.65,25.09,3.74,11.74,225.99
87774,30.65,25.09,3.74,11.74,225.99
87775,30.65,25.09,3.74,11.74,225.99
87776,30.65,25.09,3.74,11.74,225.99
87777,30.65,25.09,3.74,11.74,225.99
87778,30.65,25.09,3.74,11.74,225.99
87779,30.65,25.09,3.74,11.74,225.99
87780,30.65,25.09,3.74,11.74,225.99
87781,30.65,25.09,3.74,11.74,225.99
87782,30.65,25.09,3.74,11.74,225.99
87783,30.65,25.09,3.74,11.74,225.99
87784,30.65,25.09,3.74,11.74,225.99
87785,30.65,25.09,3.74,11.74,225.99
87786,30.65,25.09,3.74,11.74,225.99
87787,30.65,25.09,3.74,11.74,225.99
87788,30.65,25.09,3.74,11.74,225.99
87789,30.65,25.09,3.74,11.74,225.99
87790,30.65,25.09,3.74,11.74,225.99
87791,30.65,25.09,3.74,11.74,225.99
87792,30.65,25.09,3.74,11.74,225.99
87793,30.65,25.09,3.74,11.74,225.99
87794,30.65,25.09,3.74,11.74,225.99
87795,30.65,25.09,3.74,11.74,225.99
87796,30.65,25.09,3.74,11.74,225.99
87797,30.65,25.09,3.74,11.74,225.99
87798,30.65,25.09,3.74,11.74,225.99
87799,30.65,25.09,3.74,11.74,225.99
87800,30.65,25.09,3.74,11.74,225.99
87801,30.65,25.09,3.74,11.74,225.99
87802,30.65,25.09,3.74,11.74,225.99
87803,30.65,25.09,3.74,11.74,225.99
87804,30.65,25.09,3.74,11.74,225.99
87805,30.65,25.09,3.74,11.74,225.99
87806,30.65,25.09,3.74,11.74,225.99
87807,30.65,25.09,3.74,11.74,225.99
87808,30.65,25.09,3.74,11.74,225.99
87809,30.65,25.09,3.74,11.74,225.99
87810,30.65,25.09,3.74,11.74,225.99
87811,30.65,25.09,3.74,11.74,225.99
87812,30.65,25.09,3.74,11.74,225.99
87813,30.65,25.09,3.74,11.74,225.99
87814,30.65,25.09,3.74,11.74,225.99
87815,30.65,25.09,3.74,11.74,225.99
87816,30.65,25.09,3.74,11.74,225.99
87817,30.65,25.09,3.74,11.74,225.99
87818,30.65,25.09,3.74,11.74,225.99
87819,30.65,25.09,3.74,11.74,225.99
87820,30.65,25.09,3.74,11.74,225.99
87821,30.65,25.09,3.74,11.74,225.99
87822,30.65,25.09,3.74,11.74,225.99
87823,30.65,25.09,3.74,11.74,225.99
87824,30.65,25.09,3.74,11.74,225.99
87825,30.65,25.09,3.74,11.74,225.99
87826,30.65,25.09,3.74,11.74,225.99
87827,30.65,25.09,3.74,11.74,225.99
87828,30.65,25.09,3.74,11.74,225.99
87829,30.65,25.09,3.74,11.74,225.99
87830,30.65,25.09,3.74,11.74,225.99
87831,30.65,25.09,3.74,11.74,225.99
87832,30.65,25.09,3.74,11.74,225.99
87833,30.65,25.09,3.74,11.74,225.99
87834,30.65,25.09,3.74,11.74,225.99
87835,30.65,25.09,3.74,11.74,225.99
87836,30.65,25.09,3.74,11.74,225.99
87837,30.65,25.09,3.74,11.74,225.99
87838,30.65,25.09,3.74,11.74,225.99
87839,30.65,25.09,3.74,11.74,225.99
87840,30.65,25.09,3.74,11.74,225.99
87841,30.65,25.09,3.74,11.74,225.99
87842,30.65,25.09,3.74,11.74,225.99
87843,30.65,25.09,3.74,11.74,225.99
87844,30.65,25.09,3.74,11.74,225.99
87845,30.65,25.09,3.74,11.74,225.99
87846,30.65,25.09,3.74,11.74,225.99
87847,30.65,25.09,3.74,11.74,225.99
87848,30.65,25.09,3.74,11.74,225.99
87849,30.65,25.09,3.74,11.74,225.99
87850,30.65,25.09,3.74,11.74,225.99
87851,30.65,25.09,3.74,11.74,225.99
87852,30.65,25.09,3.74,11.74,225.99
87853,30.65,25.09,3.74,11.74,225.99
87854,30.65,25.09,3.74,11.74,225.99
87855,30.65,25.09,3.74,11.74,225.99
87856,30.65,25.09,3.74,11.74,225.99
87857,30.65,25.09,3.74,11.74,225.99
87858,30.65,25.09,3.74,11.74,225.99
87859,30.65,25.09,3.74,11.74,225.99
87860,30.65,25.09,3.74,11.74,225.99
87861,30.65,25.09,3.74,11.74,225.99
87862,30.65,25.09,3.74,11.74,225.99
87863,30.65,25.09,3.74,11.74,225.99
87864,30.65,25.09,3.74,11.74,225.99
87865,30.65,25.09,3.74,11.74,225.99
87866,30.65,25.09,3.74,11.74,225.99
87867,30.65,25.09,3.74,11.74,225.99
87868,30.65,25.09,3.74,11.74,225.99
87869,30.65,25.09,3.74,11.74,225.99
87870,30.65,25.09,3.74,11.74,225.99
87871,30.65,25.09,3.74,11.74,225.99
87872,30.65,25.09,3.74,11.74,225.99
87873,30.65,25.09,3.74,11.74,225.99
87874,30.65,25.09,3.74,11.74,225.99
87875,30.65,25.09,3.74,11.74,225.99
87876,30.65,25.09,3.74,11.74,225.99
87877,30.65,25.09,3.74,11.74,225.99
87878,30.65,25.09,3.74,11.74,225.99
87879,30.65,25.09,3.74,11.74,225.99
87880,30.65,25.09,3.74,11.74,225.99
87881,30.65,25.09,3.74,11.74,225.99
87882,30.65,25.09,3.74,11.74,225.99
87883,30.65,25.09,3.74,11.74,225.99
87884,30.65,25.09,3.74,11.74,225.99
87885,30.65,25.09,3.74,11.74,225.99
87886,30.65,25.09,3.74,11.74,225.99
87887,30.65,25.09,3.74,11.74,225.99
87888,30.65,25.09,3.74,11.74,225.99
87889,30.65,25.09,3.74,11.74,225.99
87890,30.65,25.09,3.74,11.74,225.99
87891,30.65,25.09,3.74,11.74,225.99
87892,30.65,25.09,3.74,11.74,225.99
87893,30.65,25.09,3.74,11.74,225.99
87894,30.65,25.09,3.74,11.74,225.99
87895,30.65,25.09,3.74,11.74,225.99
87896,30.65,25.09,3.74,11.74,225.99
87897,30.65,25.09,3.74,11.74,225.99
87898,30.65,25.09,3.74,11.74,225.99
87899,30.65,25.09,3.74,11.74,225.99
87900,30.65,25.09,3.74,11.74,225.99
87901,30.65,25.09,3.74,11.74,225.99
87902,30.65,25.09,3.74,11.74,225.99
87903,30.65,25.09,3.74,11.74,225.99
87904,30.65,25.09,3.74,11.74,225.99
87905,30.65,25.09,3.74,11.74,225.99
87906,30.65,25.09,3.74,11.74,225.99
87907,30.65,25.09,3.74,11.74,225.99
87908,30.65,25.09,3.74,11.74,225.99
87909,30.65,25.09,3.74,11.74,225.99
87910,30.65,25.09,3.74,11.74,225.99
87911,30.65,25.09,3.74,11.74,225.99
87912,30.65,25.09,3.74,11.74,225.99
87913,30.65,25.09,3.74,11.74,225.99
87914,30.65,25.09,3.74,11.74,225.99
87915,30.65,25.09,3.74,11.74,225.99
87916,30.65,25.09,3.74,11.74,225.99
87917,30.65,25.09,3.74,11.74,225.99
87918,30.65,25.09,3.74,11.74,225.99
87919,30.65,25.09,3.74,11.74,225.99
87920,30.65,25.09,3.74,11.74,225.99
87921,30.65,25.09,3.74,11.74,225.99
87922,30.65,25.09,3.74,11.74,225.99
87923,30.65,25.09,3.74,11.74,225.99
87924,30.65,25.09,3.74,11.74,225.99
87925,30.65,25.09,3.74,11.74,225.99
87926,30.65,25.09,3.74,11.74,225.99
87927,30.65,25.09,3.74,11.74,225.99
87928,30.65,25.09,3.74,11.74,225.99
87929,30.65,25.09,3.74,11.74,225.99
87930,30.65,25.09,3.74,11.74,225.99
87931,30.65,25.09,3.74,11.74,225.99
87932,30.65,25.09,3.74,11.74,225.99
87933,30.65,25.09,3.74,11.74,225.99
87934,30.65,25.09,3.74,11.74,225.99
87935,30.65,25.09,3.74,11.74,225.99
87936,30.65,25.09,3.74,11.74,225.99
87937,30.65,25.09,3.74,11.74,225.99
87938,30.65,25.09,3.74,11.74,225.99
87939,30.65,25.09,3.74,11.74,225.99
87940,30.65,25.09,3.74,11.74,225.99
87941,30.65,25.09,3.74,11.74,225.99
87942,30.65,25.09,3.74,11.74,225.99
87943,30.65,25.09,3.74,11.74,225.99
87944,30.65,25.09,3.74,11.74,225.99
87945,30.65,25.09,3.74,11.74,225.99
87946,30.65,25.09,3.74,11.74,225.99
87947,30.65,25.09,3.74,11.74,225.99
87948,30.65,25.09,3.74,11.74,225.99
87949,30.65,25.09,3.74,11.74,225.99
87950,30.65,25.09,3.74,11.74,225.99
87951,30.65,25.09,3.74,11.74,225.99
87952,30.65,25.09,3.74,11.74,225.99
87953,30.65,25.09,3.74,11.74,225.99
87954,30.65,25.09,3.74,11.74,225.99
87955,30.65,25.09,3.74,11.74,225.99
87956,30.65,25.09,3.74,11.74,225.99
87957,30.65,25.09,3.74,11.74,225.99
87958,30.65,25.09,3.74,11.74,225.99
87959,30.65,25.09,3.74,11.74,225.99
87960,30.65,25.09,3.74,11.74,225.99
87961,30.65,25.09,3.74,11.74,225.99
87962,30.65,25.09,3.74,11.74,225.99
87963,30.65,25.09,3.74,11.74,225.99
87964,30.65,25.09,3.74,11.74,225.99
87965,30.65,25.09,3.74,11.74,225.99
87966,30.65,25.09,3.74,11.74,225.99
87967,30.65,25.09,3.74,11.74,225.99
87968,30.65,25.09,3.74,11.74,225.99
87969,30.65,25.09,3.74,11.74,225.99
87970,30.65,25.09,3.74,11.74,225.99
87971,30.65,25.09,3.74,11.74,225.99
87972,30.65,25.09,3.74,11.74,225.99
87973,30.65,25.09,3.74,11.74,225.99
87974,30.65,25.09,3.74,11.74,225.99
87975,30.65,25.09,3.74,11.74,225.99
87976,30.65,25.09,3.74,11.74,225.99
87977,30.65,25.09,3.74,11.74,225.99
87978,30.65,25.09,3.74,11.74,225.99
87979,30.65,25.09,3.74,11.74,225.99
87980,30.65,25.09,3.74,11.74,225.99
87981,30.65,25.09,3.74,11.74,225.99
87982,30.65,25.09,3.74,11.74,225.99
87983,30.65,25.09,3.74,11.74,225.99
87984,30.65,25.09,3.74,11.74,225.99
87985,30.65,25.09,3.74,11.74,225.99
87986,30.65,25.09,3.74,11.74,225.99
87987,30.65,25.09,3.74,11.74,225.99
87988,30.65,25.09,3.74,11.74,225.99
87989,30.65,25.09,3.74,11.74,225.99
